,Time,1,2
37,2025-03-01 11:36:23,-2.749 °C,31.7 %RH
38,2025-03-01 11:37:23,-2.776 °C,31.7 %RH
39,2025-03-01 11:38:23,-2.797 °C,31.7 %RH
40,2025-03-01 11:39:23,-2.820 °C,31.7 %RH
41,2025-03-01 11:40:23,-2.852 °C,31.7 %RH
42,2025-03-01 11:41:23,-2.867 °C,31.7 %RH
43,2025-03-01 11:42:23,-2.899 °C,31.5 %RH
44,2025-03-01 11:43:23,-2.891 °C,31.7 %RH
45,2025-03-01 11:44:23,-2.926 °C,31.7 %RH
46,2025-03-01 11:45:23,-2.945 °C,31.7 %RH
47,2025-03-01 11:46:23,-3.006 °C,31.5 %RH
48,2025-03-01 11:47:23,-3.011 °C,31.7 %RH
49,2025-03-01 11:48:23,-3.071 °C,31.5 %RH
50,2025-03-01 11:49:23,-3.063 °C,31.5 %RH
51,2025-03-01 11:50:23,-3.043 °C,31.7 %RH
52,2025-03-01 11:51:23,-3.100 °C,31.7 %RH
53,2025-03-01 11:52:23,-3.082 °C,32.0 %RH
54,2025-03-01 11:53:23,-3.266 °C,32.3 %RH
55,2025-03-01 11:54:23,-3.266 °C,32.0 %RH
56,2025-03-01 11:55:23,-3.182 °C,32.3 %RH
57,2025-03-01 11:56:23,-3.262 °C,32.0 %RH
58,2025-03-01 11:57:23,-3.214 °C,32.0 %RH
59,2025-03-01 11:58:23,-3.221 °C,32.0 %RH
60,2025-03-01 11:59:23,-3.258 °C,31.7 %RH
61,2025-03-01 12:00:23,-3.369 °C,32.0 %RH
62,2025-03-01 12:01:23,-3.305 °C,32.0 %RH
63,2025-03-01 12:02:23,-3.330 °C,31.7 %RH
64,2025-03-01 12:03:23,-3.353 °C,31.7 %RH
65,2025-03-01 12:04:23,-3.357 °C,31.7 %RH
66,2025-03-01 12:05:23,-3.382 °C,32.0 %RH
67,2025-03-01 12:06:23,-3.383 °C,32.8 %RH
68,2025-03-01 12:07:23,-3.414 °C,32.3 %RH
69,2025-03-01 12:08:23,-3.432 °C,32.3 %RH
70,2025-03-01 12:09:23,-3.477 °C,31.7 %RH
71,2025-03-01 12:10:23,-3.498 °C,31.7 %RH
72,2025-03-01 12:11:23,-3.485 °C,32.0 %RH
73,2025-03-01 12:12:23,-3.529 °C,32.0 %RH
74,2025-03-01 12:13:23,-3.539 °C,31.7 %RH
75,2025-03-01 12:14:23,-3.577 °C,31.7 %RH
76,2025-03-01 12:15:23,-3.590 °C,31.7 %RH
77,2025-03-01 12:16:23,-3.584 °C,31.7 %RH
78,2025-03-01 12:17:23,-3.606 °C,31.7 %RH
79,2025-03-01 12:18:23,-3.643 °C,31.7 %RH
80,2025-03-01 12:19:23,-3.631 °C,31.7 %RH
81,2025-03-01 12:20:23,-3.665 °C,32.0 %RH
82,2025-03-01 12:21:23,-3.683 °C,31.7 %RH
83,2025-03-01 12:22:23,-3.699 °C,32.0 %RH
84,2025-03-01 12:23:23,-3.706 °C,31.7 %RH
85,2025-03-01 12:24:23,-3.712 °C,31.5 %RH
86,2025-03-01 12:25:23,-3.708 °C,31.7 %RH
87,2025-03-01 12:26:23,-3.762 °C,31.7 %RH
88,2025-03-01 12:27:23,-3.751 °C,32.0 %RH
89,2025-03-01 12:28:23,-3.658 °C,32.0 %RH
90,2025-03-01 12:29:23,-3.491 °C,32.3 %RH
91,2025-03-01 12:30:23,-3.751 °C,32.3 %RH
92,2025-03-01 12:31:23,-3.778 °C,32.3 %RH
93,2025-03-01 12:32:23,-3.941 °C,32.3 %RH
94,2025-03-01 12:33:23,-3.838 °C,32.3 %RH
95,2025-03-01 12:34:23,-3.854 °C,31.7 %RH
96,2025-03-01 12:35:23,-3.883 °C,31.7 %RH
97,2025-03-01 12:36:23,-3.872 °C,31.7 %RH
98,2025-03-01 12:37:23,-3.901 °C,31.7 %RH
99,2025-03-01 12:38:23,-3.932 °C,31.7 %RH
100,2025-03-01 12:39:23,-3.919 °C,31.7 %RH
101,2025-03-01 12:40:23,-3.952 °C,31.5 %RH
102,2025-03-01 12:41:23,-3.936 °C,31.5 %RH
103,2025-03-01 12:42:23,-3.968 °C,31.7 %RH
104,2025-03-01 12:43:23,-4.255 °C,32.3 %RH
105,2025-03-01 12:44:23,-3.997 °C,32.0 %RH
106,2025-03-01 12:45:23,-3.979 °C,32.0 %RH
107,2025-03-01 12:46:23,-3.983 °C,32.3 %RH
108,2025-03-01 12:47:23,-4.026 °C,32.3 %RH
109,2025-03-01 12:48:23,-3.994 °C,32.8 %RH
110,2025-03-01 12:49:23,-4.039 °C,32.6 %RH
111,2025-03-01 12:50:23,-4.059 °C,32.3 %RH
112,2025-03-01 12:51:23,-4.028 °C,32.0 %RH
113,2025-03-01 12:52:23,-4.108 °C,32.0 %RH
114,2025-03-01 12:53:23,-4.088 °C,32.0 %RH
115,2025-03-01 12:54:23,-4.111 °C,31.7 %RH
116,2025-03-01 12:55:23,-4.122 °C,31.5 %RH
117,2025-03-01 12:56:23,-4.135 °C,31.7 %RH
118,2025-03-01 12:57:23,-4.133 °C,31.5 %RH
119,2025-03-01 12:58:23,-4.146 °C,31.7 %RH
120,2025-03-01 12:59:23,-4.166 °C,31.7 %RH
121,2025-03-01 13:00:23,-4.166 °C,31.7 %RH
122,2025-03-01 13:01:23,-4.202 °C,31.5 %RH
123,2025-03-01 13:02:23,-4.199 °C,31.5 %RH
124,2025-03-01 13:03:23,-4.208 °C,31.5 %RH
125,2025-03-01 13:04:23,-4.235 °C,31.5 %RH
126,2025-03-01 13:05:23,-4.270 °C,31.7 %RH
127,2025-03-01 13:06:23,-4.239 °C,31.7 %RH
128,2025-03-01 13:07:23,-4.255 °C,31.7 %RH
129,2025-03-01 13:08:23,-4.248 °C,31.5 %RH
130,2025-03-01 13:09:23,-4.244 °C,31.5 %RH
131,2025-03-01 13:10:23,-4.266 °C,31.2 %RH
132,2025-03-01 13:11:23,-4.290 °C,31.2 %RH
133,2025-03-01 13:12:23,-4.308 °C,31.5 %RH
134,2025-03-01 13:13:23,-4.319 °C,31.2 %RH
135,2025-03-01 13:14:23,-4.322 °C,31.2 %RH
136,2025-03-01 13:15:23,-4.310 °C,31.2 %RH
137,2025-03-01 13:16:23,-4.335 °C,31.2 %RH
138,2025-03-01 13:17:23,-4.344 °C,30.9 %RH
139,2025-03-01 13:18:23,-4.368 °C,30.9 %RH
140,2025-03-01 13:19:23,-4.357 °C,31.2 %RH
141,2025-03-01 13:20:23,-4.370 °C,30.9 %RH
142,2025-03-01 13:21:23,-4.406 °C,30.9 %RH
143,2025-03-01 13:22:23,-4.394 °C,31.5 %RH
144,2025-03-01 13:23:23,-4.403 °C,32.0 %RH
145,2025-03-01 13:24:23,-4.408 °C,31.7 %RH
146,2025-03-01 13:25:23,-4.452 °C,31.5 %RH
147,2025-03-01 13:26:23,-4.441 °C,31.5 %RH
148,2025-03-01 13:27:23,-4.454 °C,31.2 %RH
149,2025-03-01 13:28:23,-4.448 °C,31.2 %RH
150,2025-03-01 13:29:23,-4.472 °C,30.9 %RH
151,2025-03-01 13:30:23,-4.450 °C,30.9 %RH
152,2025-03-01 13:31:23,-4.450 °C,31.2 %RH
153,2025-03-01 13:32:23,-4.456 °C,30.9 %RH
154,2025-03-01 13:33:23,-4.511 °C,30.9 %RH
155,2025-03-01 13:34:23,-4.496 °C,30.6 %RH
156,2025-03-01 13:35:23,-4.469 °C,30.9 %RH
157,2025-03-01 13:36:23,-4.514 °C,30.9 %RH
158,2025-03-01 13:37:23,-4.505 °C,30.9 %RH
159,2025-03-01 13:38:23,-4.533 °C,30.9 %RH
160,2025-03-01 13:39:23,-4.540 °C,30.6 %RH
161,2025-03-01 13:40:23,-4.533 °C,30.6 %RH
162,2025-03-01 13:41:23,-4.556 °C,30.6 %RH
163,2025-03-01 13:42:23,-4.555 °C,30.9 %RH
164,2025-03-01 13:43:23,-4.533 °C,40.0 %RH
165,2025-03-01 13:44:23,-4.567 °C,61.6 %RH
166,2025-03-01 13:45:23,-4.984 °C,73.6 %RH
167,2025-03-01 13:46:23,-5.037 °C,81.0 %RH
168,2025-03-01 13:47:23,-5.362 °C,88.5 %RH
169,2025-03-01 13:48:23,-5.587 °C,94.8 %RH
170,2025-03-01 13:49:23,-5.604 °C,99.6 %RH
171,2025-03-01 13:50:23,-5.797 °C,100.0 %RH
172,2025-03-01 13:51:23,-5.840 °C,100.0 %RH
173,2025-03-01 13:52:23,-5.788 °C,100.0 %RH
174,2025-03-01 13:53:23,-5.816 °C,100.0 %RH
175,2025-03-01 13:54:23,-5.596 °C,100.0 %RH
176,2025-03-01 13:55:23,-5.461 °C,100.0 %RH
177,2025-03-01 13:56:23,-5.635 °C,100.0 %RH
178,2025-03-01 13:57:23,-5.388 °C,100.0 %RH
179,2025-03-01 13:58:23,-5.178 °C,100.0 %RH
180,2025-03-01 13:59:23,-4.845 °C,100.0 %RH
181,2025-03-01 14:00:23,-4.586 °C,100.0 %RH
182,2025-03-01 14:01:23,-4.679 °C,100.0 %RH
183,2025-03-01 14:02:23,-4.199 °C,100.0 %RH
184,2025-03-01 14:03:23,-4.487 °C,100.0 %RH
185,2025-03-01 14:04:23,-4.430 °C,100.0 %RH
186,2025-03-01 14:05:23,-4.869 °C,100.0 %RH
187,2025-03-01 14:06:23,-5.082 °C,100.0 %RH
188,2025-03-01 14:07:23,-4.945 °C,100.0 %RH
189,2025-03-01 14:08:23,-4.825 °C,100.0 %RH
190,2025-03-01 14:09:23,-4.873 °C,100.0 %RH
191,2025-03-01 14:10:23,-4.904 °C,100.0 %RH
192,2025-03-01 14:11:23,-4.908 °C,100.0 %RH
193,2025-03-01 14:12:23,-5.137 °C,100.0 %RH
194,2025-03-01 14:13:23,-5.022 °C,100.0 %RH
195,2025-03-01 14:14:23,-5.095 °C,100.0 %RH
196,2025-03-01 14:15:23,-5.117 °C,100.0 %RH
197,2025-03-01 14:16:23,-5.024 °C,100.0 %RH
198,2025-03-01 14:17:23,-5.006 °C,100.0 %RH
199,2025-03-01 14:18:23,-5.128 °C,100.0 %RH
200,2025-03-01 14:19:23,-5.128 °C,100.0 %RH
201,2025-03-01 14:20:23,-5.169 °C,100.0 %RH
202,2025-03-01 14:21:23,-5.050 °C,100.0 %RH
203,2025-03-01 14:22:23,-5.124 °C,100.0 %RH
204,2025-03-01 14:23:23,-5.074 °C,100.0 %RH
205,2025-03-01 14:24:23,-5.158 °C,100.0 %RH
206,2025-03-01 14:25:23,-5.041 °C,100.0 %RH
207,2025-03-01 14:26:23,-5.061 °C,100.0 %RH
208,2025-03-01 14:27:23,-5.063 °C,100.0 %RH
209,2025-03-01 14:28:23,-5.013 °C,100.0 %RH
210,2025-03-01 14:29:23,-4.803 °C,100.0 %RH
211,2025-03-01 14:30:23,-4.478 °C,100.0 %RH
212,2025-03-01 14:31:23,-4.386 °C,100.0 %RH
213,2025-03-01 14:32:23,-4.135 °C,100.0 %RH
214,2025-03-01 14:33:23,-4.017 °C,100.0 %RH
215,2025-03-01 14:34:23,-4.061 °C,100.0 %RH
216,2025-03-01 14:35:23,-4.102 °C,100.0 %RH
217,2025-03-01 14:36:23,-4.142 °C,100.0 %RH
218,2025-03-01 14:37:23,-4.179 °C,100.0 %RH
219,2025-03-01 14:38:23,-4.191 °C,100.0 %RH
220,2025-03-01 14:39:23,-4.224 °C,100.0 %RH
221,2025-03-01 14:40:23,-4.288 °C,100.0 %RH
222,2025-03-01 14:41:23,-4.266 °C,100.0 %RH
223,2025-03-01 14:42:23,-4.248 °C,100.0 %RH
224,2025-03-01 14:43:23,-4.322 °C,100.0 %RH
225,2025-03-01 14:44:23,-4.322 °C,100.0 %RH
226,2025-03-01 14:45:23,-4.346 °C,100.0 %RH
227,2025-03-01 14:46:23,-4.301 °C,100.0 %RH
228,2025-03-01 14:47:23,-4.280 °C,100.0 %RH
229,2025-03-01 14:48:23,-4.242 °C,100.0 %RH
230,2025-03-01 14:49:23,-4.240 °C,100.0 %RH
231,2025-03-01 14:50:23,-4.259 °C,100.0 %RH
232,2025-03-01 14:51:23,-4.262 °C,100.0 %RH
233,2025-03-01 14:52:23,-4.280 °C,100.0 %RH
234,2025-03-01 14:53:23,-4.293 °C,100.0 %RH
235,2025-03-01 14:54:23,-4.233 °C,100.0 %RH
236,2025-03-01 14:55:23,-4.262 °C,100.0 %RH
237,2025-03-01 14:56:23,-4.200 °C,100.0 %RH
238,2025-03-01 14:57:23,-4.244 °C,100.0 %RH
239,2025-03-01 14:58:23,-4.244 °C,100.0 %RH
240,2025-03-01 14:59:23,-4.250 °C,100.0 %RH
241,2025-03-01 15:00:23,-4.248 °C,100.0 %RH
242,2025-03-01 15:01:23,-4.257 °C,100.0 %RH
243,2025-03-01 15:02:23,-4.255 °C,100.0 %RH
244,2025-03-01 15:03:23,-4.255 °C,100.0 %RH
245,2025-03-01 15:04:23,-4.275 °C,100.0 %RH
246,2025-03-01 15:05:23,-4.295 °C,100.0 %RH
247,2025-03-01 15:06:23,-5.063 °C,100.0 %RH
248,2025-03-01 15:07:23,-4.500 °C,100.0 %RH
249,2025-03-01 15:08:23,-4.538 °C,100.0 %RH
250,2025-03-01 15:09:23,-4.777 °C,100.0 %RH
251,2025-03-01 15:10:23,-4.685 °C,100.0 %RH
252,2025-03-01 15:11:23,-4.654 °C,100.0 %RH
253,2025-03-01 15:12:23,-4.921 °C,100.0 %RH
254,2025-03-01 15:13:23,-4.910 °C,100.0 %RH
255,2025-03-01 15:14:23,-4.924 °C,100.0 %RH
256,2025-03-01 15:15:23,-4.978 °C,100.0 %RH
257,2025-03-01 15:16:23,-4.995 °C,100.0 %RH
258,2025-03-01 15:17:23,-5.011 °C,100.0 %RH
259,2025-03-01 15:18:23,-5.054 °C,100.0 %RH
260,2025-03-01 15:19:23,-5.109 °C,100.0 %RH
261,2025-03-01 15:20:23,-5.141 °C,100.0 %RH
262,2025-03-01 15:21:23,-5.178 °C,100.0 %RH
263,2025-03-01 15:22:23,-5.052 °C,100.0 %RH
264,2025-03-01 15:23:23,-5.132 °C,100.0 %RH
265,2025-03-01 15:24:23,-5.137 °C,100.0 %RH
266,2025-03-01 15:25:23,-5.141 °C,100.0 %RH
267,2025-03-01 15:26:23,-5.290 °C,100.0 %RH
268,2025-03-01 15:27:23,-5.213 °C,100.0 %RH
269,2025-03-01 15:28:23,-5.221 °C,100.0 %RH
270,2025-03-01 15:29:23,-5.245 °C,100.0 %RH
271,2025-03-01 15:30:23,-5.232 °C,100.0 %RH
272,2025-03-01 15:31:23,-5.225 °C,100.0 %RH
273,2025-03-01 15:32:23,-5.273 °C,100.0 %RH
274,2025-03-01 15:33:23,-5.260 °C,100.0 %RH
275,2025-03-01 15:34:23,-5.353 °C,100.0 %RH
276,2025-03-01 15:35:23,-5.312 °C,100.0 %RH
277,2025-03-01 15:36:23,-5.260 °C,100.0 %RH
278,2025-03-01 15:37:23,-5.346 °C,100.0 %RH
279,2025-03-01 15:38:23,-5.314 °C,100.0 %RH
280,2025-03-01 15:39:23,-5.321 °C,100.0 %RH
281,2025-03-01 15:40:23,-5.325 °C,100.0 %RH
282,2025-03-01 15:41:23,-5.351 °C,100.0 %RH
283,2025-03-01 15:42:23,-5.413 °C,100.0 %RH
284,2025-03-01 15:43:23,-5.361 °C,100.0 %RH
285,2025-03-01 15:44:23,-5.232 °C,100.0 %RH
286,2025-03-01 15:45:23,-5.213 °C,100.0 %RH
287,2025-03-01 15:46:23,-5.338 °C,100.0 %RH
288,2025-03-01 15:47:23,-5.223 °C,0.0 %RH
289,2025-03-01 15:48:23,-5.167 °C,100.0 %RH
290,2025-03-01 15:49:23,-5.087 °C,100.0 %RH
291,2025-03-01 15:50:23,-5.126 °C,100.0 %RH
292,2025-03-01 15:51:23,-5.087 °C,100.0 %RH
293,2025-03-01 15:52:23,-5.078 °C,100.0 %RH
294,2025-03-01 15:53:23,-5.015 °C,100.0 %RH
295,2025-03-01 15:54:23,-4.961 °C,100.0 %RH
296,2025-03-01 15:55:23,-4.945 °C,100.0 %RH
297,2025-03-01 15:56:23,-5.108 °C,100.0 %RH
298,2025-03-01 15:57:23,-4.939 °C,100.0 %RH
299,2025-03-01 15:58:23,-4.852 °C,100.0 %RH
300,2025-03-01 15:59:23,-4.915 °C,100.0 %RH
301,2025-03-01 16:00:23,-4.731 °C,0.0 %RH
302,2025-03-01 16:01:23,-4.734 °C,0.0 %RH
303,2025-03-01 16:02:23,-4.701 °C,0.0 %RH
304,2025-03-01 16:03:23,-4.577 °C,0.0 %RH
305,2025-03-01 16:04:23,-4.712 °C,0.0 %RH
306,2025-03-01 16:05:23,-4.479 °C,0.0 %RH
307,2025-03-01 16:06:23,-4.571 °C,0.0 %RH
308,2025-03-01 16:07:23,-4.534 °C,0.0 %RH
309,2025-03-01 16:08:23,-4.366 °C,0.0 %RH
310,2025-03-01 16:09:23,-4.339 °C,0.0 %RH
311,2025-03-01 16:10:23,-4.352 °C,0.0 %RH
312,2025-03-01 16:11:23,-4.279 °C,0.0 %RH
313,2025-03-01 16:12:23,-4.231 °C,0.0 %RH
314,2025-03-01 16:13:23,-4.200 °C,0.0 %RH
315,2025-03-01 16:14:23,-4.126 °C,0.0 %RH
316,2025-03-01 16:15:23,-4.160 °C,0.0 %RH
317,2025-03-01 16:16:23,-4.217 °C,0.0 %RH
318,2025-03-01 16:17:23,-4.188 °C,0.0 %RH
319,2025-03-01 16:18:23,-4.111 °C,0.0 %RH
320,2025-03-01 16:19:23,-4.026 °C,100.0 %RH
321,2025-03-01 16:20:23,-4.140 °C,100.0 %RH
322,2025-03-01 16:21:23,-4.086 °C,100.0 %RH
323,2025-03-01 16:22:23,-4.041 °C,100.0 %RH
324,2025-03-01 16:23:23,-4.111 °C,100.0 %RH
325,2025-03-01 16:24:23,-3.981 °C,0.0 %RH
326,2025-03-01 16:25:23,-4.048 °C,0.0 %RH
327,2025-03-01 16:26:23,-3.946 °C,100.0 %RH
328,2025-03-01 16:27:23,-3.979 °C,100.0 %RH
329,2025-03-01 16:28:23,-4.095 °C,100.0 %RH
330,2025-03-01 16:29:23,-3.905 °C,100.0 %RH
331,2025-03-01 16:30:23,-4.028 °C,100.0 %RH
332,2025-03-01 16:31:23,-3.974 °C,100.0 %RH
333,2025-03-01 16:32:23,-3.955 °C,100.0 %RH
334,2025-03-01 16:33:23,-3.939 °C,100.0 %RH
335,2025-03-01 16:34:23,-3.852 °C,100.0 %RH
336,2025-03-01 16:35:23,-3.923 °C,100.0 %RH
337,2025-03-01 16:36:23,-3.923 °C,100.0 %RH
338,2025-03-01 16:37:23,-3.798 °C,100.0 %RH
339,2025-03-01 16:38:23,-3.957 °C,0.0 %RH
340,2025-03-01 16:39:23,-3.818 °C,0.0 %RH
341,2025-03-01 16:40:23,-3.950 °C,0.0 %RH
342,2025-03-01 16:41:23,-3.887 °C,0.0 %RH
343,2025-03-01 16:42:23,-3.647 °C,0.0 %RH
344,2025-03-01 16:43:23,-3.775 °C,0.0 %RH
345,2025-03-01 16:44:23,-3.685 °C,0.0 %RH
346,2025-03-01 16:45:23,-3.773 °C,0.0 %RH
347,2025-03-01 16:46:23,-3.710 °C,0.0 %RH
348,2025-03-01 16:47:23,-3.694 °C,0.0 %RH
349,2025-03-01 16:48:23,-3.529 °C,0.0 %RH
350,2025-03-01 16:49:23,-3.403 °C,0.0 %RH
351,2025-03-01 16:50:23,-3.310 °C,0.0 %RH
352,2025-03-01 16:51:23,-3.130 °C,0.0 %RH
353,2025-03-01 16:52:23,-2.903 °C,0.0 %RH
354,2025-03-01 16:53:23,-2.802 °C,0.0 %RH
355,2025-03-01 16:54:23,-2.357 °C,0.0 %RH
356,2025-03-01 16:55:23,-2.269 °C,0.0 %RH
357,2025-03-01 16:56:23,-1.900 °C,0.0 %RH
358,2025-03-01 16:57:23,-1.448 °C,0.0 %RH
359,2025-03-01 16:58:23,-1.033 °C,0.0 %RH
360,2025-03-01 16:59:23,-0.763 °C,0.0 %RH
361,2025-03-01 17:00:23,-0.516 °C,0.0 %RH
362,2025-03-01 17:01:23,-0.324 °C,0.0 %RH
363,2025-03-01 17:02:23,-0.035 °C,0.0 %RH
364,2025-03-01 17:03:23,0.334 °C,0.0 %RH
365,2025-03-01 17:04:23,0.880 °C,0.0 %RH
366,2025-03-01 17:05:23,3.114 °C,0.0 %RH
367,2025-03-01 17:06:23,2.834 °C,0.0 %RH
368,2025-03-01 17:07:23,2.513 °C,0.0 %RH
369,2025-03-01 17:08:23,3.923 °C,0.0 %RH
370,2025-03-01 17:09:23,5.245 °C,0.2 %RH
371,2025-03-01 17:10:23,6.118 °C,2.6 %RH
372,2025-03-01 17:11:23,6.777 °C,4.6 %RH
373,2025-03-01 17:12:23,7.294 °C,5.3 %RH
374,2025-03-01 17:13:23,7.739 °C,2.8 %RH
375,2025-03-01 17:14:23,8.174 °C,2.2 %RH
376,2025-03-01 17:15:23,8.394 °C,1.9 %RH
377,2025-03-01 17:16:23,8.500 °C,0.6 %RH
378,2025-03-01 17:17:23,8.926 °C,0.0 %RH
379,2025-03-01 17:18:23,9.253 °C,0.0 %RH
380,2025-03-01 17:19:23,9.432 °C,0.0 %RH
381,2025-03-01 17:20:23,9.896 °C,0.0 %RH
382,2025-03-01 17:21:23,9.977 °C,0.0 %RH
383,2025-03-01 17:22:23,10.176 °C,0.0 %RH
384,2025-03-01 17:23:23,10.451 °C,0.0 %RH
385,2025-03-01 17:24:23,10.631 °C,100.0 %RH
386,2025-03-01 17:25:23,10.923 °C,100.0 %RH
387,2025-03-01 17:26:23,11.044 °C,100.0 %RH
388,2025-03-01 17:27:23,11.172 °C,100.0 %RH
389,2025-03-01 17:28:23,11.301 °C,100.0 %RH
390,2025-03-01 17:29:23,11.530 °C,100.0 %RH
391,2025-03-01 17:30:23,11.567 °C,100.0 %RH
392,2025-03-01 17:31:23,11.813 °C,100.0 %RH
393,2025-03-01 17:32:23,11.889 °C,100.0 %RH
394,2025-03-01 17:33:23,12.012 °C,100.0 %RH
395,2025-03-01 17:34:23,12.154 °C,100.0 %RH
396,2025-03-01 17:35:23,12.248 °C,100.0 %RH
397,2025-03-01 17:36:23,12.365 °C,99.3 %RH
398,2025-03-01 17:37:23,12.422 °C,98.9 %RH
399,2025-03-01 17:38:23,12.540 °C,98.2 %RH
400,2025-03-01 17:39:23,12.631 °C,97.9 %RH
401,2025-03-01 17:40:23,12.743 °C,96.9 %RH
402,2025-03-01 17:41:23,12.832 °C,96.5 %RH
403,2025-03-01 17:42:23,12.903 °C,95.8 %RH
404,2025-03-01 17:43:23,13.033 °C,94.8 %RH
405,2025-03-01 17:44:23,13.078 °C,94.8 %RH
406,2025-03-01 17:45:23,13.197 °C,94.5 %RH
407,2025-03-01 17:46:23,13.267 °C,94.1 %RH
408,2025-03-01 17:47:23,13.358 °C,94.1 %RH
409,2025-03-01 17:48:23,13.386 °C,93.8 %RH
410,2025-03-01 17:49:23,13.474 °C,93.4 %RH
411,2025-03-01 17:50:23,13.542 °C,92.8 %RH
412,2025-03-01 17:51:23,13.627 °C,92.4 %RH
413,2025-03-01 17:52:23,13.692 °C,92.4 %RH
414,2025-03-01 17:53:23,13.785 °C,92.1 %RH
415,2025-03-01 17:54:23,13.880 °C,91.7 %RH
416,2025-03-01 17:55:23,13.898 °C,90.8 %RH
417,2025-03-01 17:56:23,13.956 °C,91.1 %RH
418,2025-03-01 17:57:23,14.060 °C,90.8 %RH
419,2025-03-01 17:58:23,14.155 °C,90.4 %RH
420,2025-03-01 17:59:23,13.937 °C,90.4 %RH
421,2025-03-01 18:00:23,14.508 °C,90.1 %RH
422,2025-03-01 18:01:23,14.238 °C,89.8 %RH
423,2025-03-01 18:02:23,14.223 °C,89.5 %RH
424,2025-03-01 18:03:23,14.291 °C,89.5 %RH
425,2025-03-01 18:04:23,14.312 °C,89.1 %RH
426,2025-03-01 18:05:23,14.388 °C,88.8 %RH
427,2025-03-01 18:06:23,14.411 °C,88.8 %RH
428,2025-03-01 18:07:23,14.461 °C,88.8 %RH
429,2025-03-01 18:08:23,14.507 °C,88.5 %RH
430,2025-03-01 18:09:23,14.562 °C,88.5 %RH
431,2025-03-01 18:10:23,14.599 °C,87.8 %RH
432,2025-03-01 18:11:23,14.634 °C,87.8 %RH
433,2025-03-01 18:12:23,14.700 °C,87.5 %RH
434,2025-03-01 18:13:23,14.722 °C,86.9 %RH
435,2025-03-01 18:14:23,14.820 °C,86.9 %RH
436,2025-03-01 18:15:23,14.842 °C,86.2 %RH
437,2025-03-01 18:16:23,14.918 °C,86.5 %RH
438,2025-03-01 18:17:23,14.718 °C,87.8 %RH
439,2025-03-01 18:18:23,14.189 °C,88.2 %RH
440,2025-03-01 18:19:23,14.286 °C,85.9 %RH
441,2025-03-01 18:20:23,14.361 °C,85.6 %RH
442,2025-03-01 18:21:23,14.369 °C,84.3 %RH
443,2025-03-01 18:22:23,14.494 °C,84.6 %RH
444,2025-03-01 18:23:23,14.556 °C,84.6 %RH
445,2025-03-01 18:24:23,14.653 °C,83.9 %RH
446,2025-03-01 18:25:23,14.751 °C,84.6 %RH
447,2025-03-01 18:26:23,14.809 °C,84.3 %RH
448,2025-03-01 18:27:23,14.892 °C,83.9 %RH
449,2025-03-01 18:28:23,14.957 °C,83.9 %RH
450,2025-03-01 18:29:23,15.031 °C,83.9 %RH
451,2025-03-01 18:30:23,15.084 °C,83.0 %RH
452,2025-03-01 18:31:23,15.161 °C,83.6 %RH
