,TH5-Temperature,TH5-Humidity,TH6-Temperature,TH6-Humidity,TH3-Temperature,TH3-Humidity,TH2-Temperature,TH2-Humidity,TT9-Black Probe Temperature,TT9-White Probe Temperature,TT2-Black Probe Temperature,TT2-White Probe Temperature,TT14-Black Probe Temperature,TT14-White Probe Temperature,TT6-Black Probe Temperature,TT6-White Probe Temperature,TT4-Black Probe Temperature,TT4-White Probe Temperature,TT13-Black Probe Temperature,TT13-White Probe Temperature,TH8-Temperature,TH8-Humidity
2025-03-01 11:03:23,,,-1.622,33.4,,,,,,,,,,,,,,,,,,
2025-03-01 11:03:28,,,,,,,-0.745,32.6,,,,,,,,,,,,,,
2025-03-01 11:03:51,,,,,-3.469,34.3,,,,,,,,,,,,,,,,
2025-03-01 11:03:55,,,,,,,,,,,,,,,,,,,,,-0.616,30.7
2025-03-01 11:04:22,-2.545,33.7,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:04:23,,,-1.704,33.4,,,,,,,,,,,,,,,,,,
2025-03-01 11:04:28,,,,,,,-0.723,32.6,,,,,,,,,,,,,,
2025-03-01 11:04:51,,,,,-3.493,34.6,,,,,,,,,,,,,,,,
2025-03-01 11:04:55,,,,,,,,,,,,,,,,,,,,,-0.685,30.7
2025-03-01 11:05:22,-2.723,33.7,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:05:23,,,-1.693,33.4,,,,,,,,,,,,,,,,,,
2025-03-01 11:05:28,,,,,,,-0.745,32.3,,,,,,,,,,,,,,
2025-03-01 11:05:51,,,,,-3.514,34.3,,,,,,,,,,,,,,,,
2025-03-01 11:05:55,,,,,,,,,,,,,,,,,,,,,-0.714,30.7
2025-03-01 11:06:22,-2.65,33.7,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:06:23,,,-1.816,33.1,,,,,,,,,,,,,,,,,,
2025-03-01 11:06:28,,,,,,,-0.917,32.3,,,,,,,,,,,,,,
2025-03-01 11:06:51,,,,,-3.548,34.6,,,,,,,,,,,,,,,,
2025-03-01 11:06:55,,,,,,,,,,,,,,,,,,,,,-0.758,30.7
2025-03-01 11:07:22,-2.516,33.4,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:07:23,,,-1.815,32.8,,,,,,,,,,,,,,,,,,
2025-03-01 11:07:28,,,,,,,-0.976,32.3,,,,,,,,,,,,,,
2025-03-01 11:07:51,,,,,-3.584,34.3,,,,,,,,,,,,,,,,
2025-03-01 11:07:55,,,,,,,,,,,,,,,,,,,,,-0.835,31.0
2025-03-01 11:08:22,-2.631,33.4,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:08:23,,,-1.872,33.1,,,,,,,,,,,,,,,,,,
2025-03-01 11:08:28,,,,,,,-1.005,32.6,,,,,,,,,,,,,,
2025-03-01 11:08:51,,,,,-3.554,34.3,,,,,,,,,,,,,,,,
2025-03-01 11:08:55,,,,,,,,,,,,,,,,,,,,,-0.893,31.0
2025-03-01 11:09:22,-2.661,33.4,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:09:23,,,-1.891,32.6,,,,,,,,,,,,,,,,,,
2025-03-01 11:09:28,,,,,,,-1.053,32.3,,,,,,,,,,,,,,
2025-03-01 11:09:51,,,,,-3.582,34.3,,,,,,,,,,,,,,,,
2025-03-01 11:09:55,,,,,,,,,,,,,,,,,,,,,-0.941,30.7
2025-03-01 11:10:00,,,,,,,,,-1.182,-1.321,-2.067,-1.867,-1.182,-1.036,0.77,-0.57,-2.638,-0.861,-4.061,0.327,,
2025-03-01 11:10:22,-2.671,33.4,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:10:23,,,-1.99,33.4,,,,,,,,,,,,,,,,,,
2025-03-01 11:10:28,,,,,,,-1.112,32.6,,,,,,,,,,,,,,
2025-03-01 11:10:51,,,,,-3.638,34.3,,,,,,,,,,,,,,,,
2025-03-01 11:10:55,,,,,,,,,,,,,,,,,,,,,-0.971,30.7
2025-03-01 11:11:22,-2.738,33.4,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:11:23,,,-2.013,33.9,,,,,,,,,,,,,,,,,,
2025-03-01 11:11:28,,,,,,,-1.17,32.3,,,,,,,,,,,,,,
2025-03-01 11:11:51,,,,,-3.629,34.0,,,,,,,,,,,,,,,,
2025-03-01 11:11:55,,,,,,,,,,,,,,,,,,,,,-1.026,30.7
2025-03-01 11:12:22,-2.714,33.7,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:12:23,,,-2.081,33.4,,,,,,,,,,,,,,,,,,
2025-03-01 11:12:28,,,,,,,-1.117,32.3,,,,,,,,,,,,,,
2025-03-01 11:12:51,,,,,-3.665,33.7,,,,,,,,,,,,,,,,
2025-03-01 11:12:55,,,,,,,,,,,,,,,,,,,,,-1.072,31.0
2025-03-01 11:13:22,-2.774,33.7,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:13:23,,,-1.974,33.1,,,,,,,,,,,,,,,,,,
2025-03-01 11:13:28,,,,,,,-1.247,32.3,,,,,,,,,,,,,,
2025-03-01 11:13:51,,,,,-3.706,34.0,,,,,,,,,,,,,,,,
2025-03-01 11:13:55,,,,,,,,,,,,,,,,,,,,,-1.105,30.7
2025-03-01 11:14:22,-2.832,33.4,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:14:23,,,-2.122,33.1,,,,,,,,,,,,,,,,,,
2025-03-01 11:14:28,,,,,,,-1.307,32.3,,,,,,,,,,,,,,
2025-03-01 11:14:51,,,,,-3.724,33.7,,,,,,,,,,,,,,,,
2025-03-01 11:14:55,,,,,,,,,,,,,,,,,,,,,-1.142,30.7
2025-03-01 11:15:22,-2.85,33.4,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:15:23,,,-2.135,32.8,,,,,,,,,,,,,,,,,,
2025-03-01 11:15:28,,,,,,,-1.341,32.3,,,,,,,,,,,,,,
2025-03-01 11:15:51,,,,,-3.714,33.7,,,,,,,,,,,,,,,,
2025-03-01 11:15:55,,,,,,,,,,,,,,,,,,,,,-1.199,30.7
2025-03-01 11:16:22,-2.882,33.4,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:16:23,,,-2.163,33.1,,,,,,,,,,,,,,,,,,
2025-03-01 11:16:28,,,,,,,-1.396,32.3,,,,,,,,,,,,,,
2025-03-01 11:16:51,,,,,-3.76,33.7,,,,,,,,,,,,,,,,
2025-03-01 11:16:55,,,,,,,,,,,,,,,,,,,,,-1.235,30.7
2025-03-01 11:17:22,-2.891,33.4,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:17:23,,,-2.208,33.4,,,,,,,,,,,,,,,,,,
2025-03-01 11:17:28,,,,,,,-1.438,32.3,,,,,,,,,,,,,,
2025-03-01 11:17:51,,,,,-3.789,33.4,,,,,,,,,,,,,,,,
2025-03-01 11:17:55,,,,,,,,,,,,,,,,,,,,,-1.297,30.7
2025-03-01 11:18:22,-2.935,33.4,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:18:23,,,-2.276,32.8,,,,,,,,,,,,,,,,,,
2025-03-01 11:18:28,,,,,,,-1.493,32.3,,,,,,,,,,,,,,
2025-03-01 11:18:51,,,,,-3.824,33.4,,,,,,,,,,,,,,,,
2025-03-01 11:18:55,,,,,,,,,,,,,,,,,,,,,-1.329,30.7
2025-03-01 11:19:22,-2.967,33.4,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:19:23,,,-2.348,33.4,,,,,,,,,,,,,,,,,,
2025-03-01 11:19:28,,,,,,,-1.517,32.3,,,,,,,,,,,,,,
2025-03-01 11:19:51,,,,,-3.818,33.2,,,,,,,,,,,,,,,,
2025-03-01 11:19:55,,,,,,,,,,,,,,,,,,,,,-1.367,30.4
2025-03-01 11:20:00,,,,,,,,,-1.617,-1.75,-2.319,-2.121,-1.581,-1.441,0.21,-1.032,-2.849,-1.287,-4.119,-0.191,,
2025-03-01 11:20:22,-2.979,33.4,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:20:23,,,-2.329,33.4,,,,,,,,,,,,,,,,,,
2025-03-01 11:20:28,,,,,,,-1.567,32.3,,,,,,,,,,,,,,
2025-03-01 11:20:51,,,,,-3.824,33.4,,,,,,,,,,,,,,,,
2025-03-01 11:20:55,,,,,,,,,,,,,,,,,,,,,-1.379,30.7
2025-03-01 11:21:22,-3.008,33.1,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:21:23,,,-2.394,33.1,,,,,,,,,,,,,,,,,,
2025-03-01 11:21:28,,,,,,,-1.612,32.3,,,,,,,,,,,,,,
2025-03-01 11:21:51,,,,,-3.849,33.4,,,,,,,,,,,,,,,,
2025-03-01 11:21:55,,,,,,,,,,,,,,,,,,,,,-1.483,30.7
2025-03-01 11:22:22,-3.018,33.4,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:22:23,,,-2.397,32.8,,,,,,,,,,,,,,,,,,
2025-03-01 11:22:28,,,,,,,-1.659,32.3,,,,,,,,,,,,,,
2025-03-01 11:22:51,,,,,-3.887,33.2,,,,,,,,,,,,,,,,
2025-03-01 11:22:55,,,,,,,,,,,,,,,,,,,,,-1.483,30.7
2025-03-01 11:23:22,-3.052,33.1,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:23:23,,,-2.462,32.8,,,,,,,,,,,,,,,,,,
2025-03-01 11:23:28,,,,,,,-1.655,32.3,,,,,,,,,,,,,,
2025-03-01 11:23:51,,,,,-3.918,33.2,,,,,,,,,,,,,,,,
2025-03-01 11:23:55,,,,,,,,,,,,,,,,,,,,,-1.522,30.7
2025-03-01 11:24:22,-3.082,32.9,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:24:23,,,-2.48,32.6,,,,,,,,,,,,,,,,,,
2025-03-01 11:24:28,,,,,,,-1.724,32.3,,,,,,,,,,,,,,
2025-03-01 11:24:51,,,,,-3.937,32.9,,,,,,,,,,,,,,,,
2025-03-01 11:24:55,,,,,,,,,,,,,,,,,,,,,-1.569,31.0
2025-03-01 11:25:22,-3.114,32.9,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:25:23,,,-2.458,32.6,,,,,,,,,,,,,,,,,,
2025-03-01 11:25:28,,,,,,,-1.757,32.0,,,,,,,,,,,,,,
2025-03-01 11:25:51,,,,,-3.966,32.9,,,,,,,,,,,,,,,,
2025-03-01 11:25:55,,,,,,,,,,,,,,,,,,,,,-1.593,30.7
2025-03-01 11:26:22,-3.114,32.9,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:26:23,,,-2.488,32.3,,,,,,,,,,,,,,,,,,
2025-03-01 11:26:28,,,,,,,-1.785,32.0,,,,,,,,,,,,,,
2025-03-01 11:26:51,,,,,-3.974,32.9,,,,,,,,,,,,,,,,
2025-03-01 11:26:55,,,,,,,,,,,,,,,,,,,,,-1.626,31.0
2025-03-01 11:27:22,-3.105,32.9,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:27:23,,,-2.198,32.0,,,,,,,,,,,,,,,,,,
2025-03-01 11:27:28,,,,,,,-1.82,32.0,,,,,,,,,,,,,,
2025-03-01 11:27:51,,,,,-3.99,32.9,,,,,,,,,,,,,,,,
2025-03-01 11:27:55,,,,,,,,,,,,,,,,,,,,,-1.652,31.0
2025-03-01 11:28:22,-3.127,32.9,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:28:23,,,-2.691,32.0,,,,,,,,,,,,,,,,,,
2025-03-01 11:28:28,,,,,,,-1.837,32.0,,,,,,,,,,,,,,
2025-03-01 11:28:51,,,,,-4.001,32.6,,,,,,,,,,,,,,,,
2025-03-01 11:28:55,,,,,,,,,,,,,,,,,,,,,-1.718,31.0
2025-03-01 11:29:22,-3.16,32.6,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:29:23,,,-2.538,32.0,,,,,,,,,,,,,,,,,,
2025-03-01 11:29:28,,,,,,,-1.875,32.0,,,,,,,,,,,,,,
2025-03-01 11:29:51,,,,,-4.008,32.6,,,,,,,,,,,,,,,,
2025-03-01 11:29:55,,,,,,,,,,,,,,,,,,,,,-1.773,31.0
2025-03-01 11:30:00,,,,,,,,,-1.915,-2.039,-2.57,-2.37,-1.98,-1.851,-0.251,-1.338,-3.02,-1.694,-4.086,-0.609,,
2025-03-01 11:30:22,-3.171,32.6,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:30:23,,,-2.562,32.0,,,,,,,,,,,,,,,,,,
2025-03-01 11:30:28,,,,,,,-1.907,32.0,,,,,,,,,,,,,,
2025-03-01 11:30:51,,,,,-4.055,32.6,,,,,,,,,,,,,,,,
2025-03-01 11:30:55,,,,,,,,,,,,,,,,,,,,,-1.808,31.0
2025-03-01 11:31:22,-3.196,32.6,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:31:23,,,-2.638,31.7,,,,,,,,,,,,,,,,,,
2025-03-01 11:31:28,,,,,,,-1.94,32.0,,,,,,,,,,,,,,
2025-03-01 11:31:51,,,,,-4.035,32.6,,,,,,,,,,,,,,,,
2025-03-01 11:31:55,,,,,,,,,,,,,,,,,,,,,-1.821,31.0
2025-03-01 11:32:22,-3.169,32.3,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:32:23,,,-2.65,31.7,,,,,,,,,,,,,,,,,,
2025-03-01 11:32:28,,,,,,,-1.983,32.0,,,,,,,,,,,,,,
2025-03-01 11:32:51,,,,,-4.073,32.9,,,,,,,,,,,,,,,,
2025-03-01 11:32:55,,,,,,,,,,,,,,,,,,,,,-1.841,31.0
2025-03-01 11:33:22,-3.207,32.6,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:33:23,,,-2.686,32.0,,,,,,,,,,,,,,,,,,
2025-03-01 11:33:28,,,,,,,-2.013,32.0,,,,,,,,,,,,,,
2025-03-01 11:33:51,,,,,-4.077,32.6,,,,,,,,,,,,,,,,
2025-03-01 11:33:55,,,,,,,,,,,,,,,,,,,,,-1.889,31.0
2025-03-01 11:34:22,-3.242,32.3,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:34:23,,,-2.724,31.7,,,,,,,,,,,,,,,,,,
2025-03-01 11:34:28,,,,,,,-2.046,32.0,,,,,,,,,,,,,,
2025-03-01 11:34:51,,,,,-4.09,32.3,,,,,,,,,,,,,,,,
2025-03-01 11:34:55,,,,,,,,,,,,,,,,,,,,,-1.938,31.0
2025-03-01 11:35:22,-3.248,32.3,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:35:23,,,-2.724,31.7,,,,,,,,,,,,,,,,,,
2025-03-01 11:35:28,,,,,,,-2.072,32.0,,,,,,,,,,,,,,
2025-03-01 11:35:51,,,,,-4.082,32.6,,,,,,,,,,,,,,,,
2025-03-01 11:35:55,,,,,,,,,,,,,,,,,,,,,-1.95,31.0
2025-03-01 11:36:22,-3.251,32.3,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:36:23,,,-2.749,31.7,,,,,,,,,,,,,,,,,,
2025-03-01 11:36:28,,,,,,,-2.107,32.0,,,,,,,,,,,,,,
2025-03-01 11:36:51,,,,,-4.111,32.6,,,,,,,,,,,,,,,,
2025-03-01 11:36:55,,,,,,,,,,,,,,,,,,,,,-1.974,31.0
2025-03-01 11:37:22,-3.273,32.0,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:37:23,,,-2.776,31.7,,,,,,,,,,,,,,,,,,
2025-03-01 11:37:28,,,,,,,-2.136,32.0,,,,,,,,,,,,,,
2025-03-01 11:37:51,,,,,-4.11,32.3,,,,,,,,,,,,,,,,
2025-03-01 11:37:55,,,,,,,,,,,,,,,,,,,,,-2.014,31.0
2025-03-01 11:38:22,-3.303,32.0,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:38:23,,,-2.797,31.7,,,,,,,,,,,,,,,,,,
2025-03-01 11:38:28,,,,,,,-2.171,32.0,,,,,,,,,,,,,,
2025-03-01 11:38:51,,,,,-4.11,32.3,,,,,,,,,,,,,,,,
2025-03-01 11:38:55,,,,,,,,,,,,,,,,,,,,,-2.046,31.0
2025-03-01 11:39:22,-3.312,32.3,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:39:23,,,-2.82,31.7,,,,,,,,,,,,,,,,,,
2025-03-01 11:39:28,,,,,,,-2.198,32.0,,,,,,,,,,,,,,
2025-03-01 11:39:51,,,,,-4.133,32.3,,,,,,,,,,,,,,,,
2025-03-01 11:39:55,,,,,,,,,,,,,,,,,,,,,-2.068,31.0
2025-03-01 11:40:00,,,,,,,,,-2.194,-2.313,-2.764,-2.58,-2.313,-2.192,-0.683,-1.647,-3.196,-2.036,-4.12,-0.982,,
2025-03-01 11:40:22,-3.31,32.0,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:40:23,,,-2.852,31.7,,,,,,,,,,,,,,,,,,
2025-03-01 11:40:28,,,,,,,-2.227,32.0,,,,,,,,,,,,,,
2025-03-01 11:40:51,,,,,-4.13,32.3,,,,,,,,,,,,,,,,
2025-03-01 11:40:55,,,,,,,,,,,,,,,,,,,,,-2.102,31.0
2025-03-01 11:41:22,-3.349,32.0,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:41:23,,,-2.867,31.7,,,,,,,,,,,,,,,,,,
2025-03-01 11:41:28,,,,,,,-2.266,31.8,,,,,,,,,,,,,,
2025-03-01 11:41:51,,,,,-4.191,32.0,,,,,,,,,,,,,,,,
2025-03-01 11:41:55,,,,,,,,,,,,,,,,,,,,,-2.128,31.0
2025-03-01 11:42:22,-3.367,31.7,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:42:23,,,-2.899,31.5,,,,,,,,,,,,,,,,,,
2025-03-01 11:42:28,,,,,,,-2.294,31.8,,,,,,,,,,,,,,
2025-03-01 11:42:51,,,,,-4.12,32.0,,,,,,,,,,,,,,,,
2025-03-01 11:42:55,,,,,,,,,,,,,,,,,,,,,-2.166,31.0
2025-03-01 11:43:22,-3.367,32.0,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:43:23,,,-2.891,31.7,,,,,,,,,,,,,,,,,,
2025-03-01 11:43:28,,,,,,,-2.318,31.8,,,,,,,,,,,,,,
2025-03-01 11:43:51,,,,,-4.226,32.0,,,,,,,,,,,,,,,,
2025-03-01 11:43:55,,,,,,,,,,,,,,,,,,,,,-2.189,31.0
2025-03-01 11:44:22,-3.349,32.0,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:44:23,,,-2.926,31.7,,,,,,,,,,,,,,,,,,
2025-03-01 11:44:28,,,,,,,-2.353,31.8,,,,,,,,,,,,,,
2025-03-01 11:44:51,,,,,-4.142,32.0,,,,,,,,,,,,,,,,
2025-03-01 11:44:55,,,,,,,,,,,,,,,,,,,,,-2.211,31.0
2025-03-01 11:45:22,-3.4,31.7,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:45:23,,,-2.945,31.7,,,,,,,,,,,,,,,,,,
2025-03-01 11:45:28,,,,,,,-2.387,31.8,,,,,,,,,,,,,,
2025-03-01 11:45:51,,,,,-4.237,32.0,,,,,,,,,,,,,,,,
2025-03-01 11:45:55,,,,,,,,,,,,,,,,,,,,,-2.239,31.0
2025-03-01 11:46:22,-3.43,31.7,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:46:23,,,-3.006,31.5,,,,,,,,,,,,,,,,,,
2025-03-01 11:46:28,,,,,,,-2.401,31.8,,,,,,,,,,,,,,
2025-03-01 11:46:51,,,,,-4.235,32.0,,,,,,,,,,,,,,,,
2025-03-01 11:46:55,,,,,,,,,,,,,,,,,,,,,-2.262,31.0
2025-03-01 11:47:22,-3.459,31.7,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:47:23,,,-3.011,31.7,,,,,,,,,,,,,,,,,,
2025-03-01 11:47:28,,,,,,,-2.443,31.8,,,,,,,,,,,,,,
2025-03-01 11:47:51,,,,,-4.237,32.0,,,,,,,,,,,,,,,,
2025-03-01 11:47:55,,,,,,,,,,,,,,,,,,,,,-2.288,31.0
2025-03-01 11:48:22,-3.448,31.7,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:48:23,,,-3.071,31.5,,,,,,,,,,,,,,,,,,
2025-03-01 11:48:28,,,,,,,-2.467,31.8,,,,,,,,,,,,,,
2025-03-01 11:48:51,,,,,-4.31,32.0,,,,,,,,,,,,,,,,
2025-03-01 11:48:55,,,,,,,,,,,,,,,,,,,,,-2.313,31.0
2025-03-01 11:49:22,-3.475,31.7,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:49:23,,,-3.063,31.5,,,,,,,,,,,,,,,,,,
2025-03-01 11:49:28,,,,,,,-2.499,32.0,,,,,,,,,,,,,,
2025-03-01 11:49:51,,,,,-4.246,32.0,,,,,,,,,,,,,,,,
2025-03-01 11:49:55,,,,,,,,,,,,,,,,,,,,,-2.351,31.0
2025-03-01 11:50:00,,,,,,,,,-2.45,-2.566,-2.95,-2.79,-2.587,-2.473,-1.069,-1.928,-3.382,-2.353,-4.106,-1.328,,
2025-03-01 11:50:22,-3.494,31.7,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:50:23,,,-3.043,31.7,,,,,,,,,,,,,,,,,,
2025-03-01 11:50:28,,,,,,,-2.531,31.8,,,,,,,,,,,,,,
2025-03-01 11:50:51,,,,,-4.264,31.7,,,,,,,,,,,,,,,,
2025-03-01 11:50:55,,,,,,,,,,,,,,,,,,,,,-2.383,31.0
2025-03-01 11:51:22,-3.52,31.7,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:51:23,,,-3.1,31.7,,,,,,,,,,,,,,,,,,
2025-03-01 11:51:28,,,,,,,-2.545,31.8,,,,,,,,,,,,,,
2025-03-01 11:51:51,,,,,-4.295,31.7,,,,,,,,,,,,,,,,
2025-03-01 11:51:55,,,,,,,,,,,,,,,,,,,,,-2.392,31.0
2025-03-01 11:52:22,-3.53,31.7,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:52:23,,,-3.082,32.0,,,,,,,,,,,,,,,,,,
2025-03-01 11:52:28,,,,,,,-2.569,31.8,,,,,,,,,,,,,,
2025-03-01 11:52:51,,,,,-4.271,31.7,,,,,,,,,,,,,,,,
2025-03-01 11:52:55,,,,,,,,,,,,,,,,,,,,,-2.427,31.0
2025-03-01 11:53:22,-3.543,32.0,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:53:23,,,-3.266,32.3,,,,,,,,,,,,,,,,,,
2025-03-01 11:53:28,,,,,,,-2.597,31.8,,,,,,,,,,,,,,
2025-03-01 11:53:51,,,,,-4.299,31.7,,,,,,,,,,,,,,,,
2025-03-01 11:53:55,,,,,,,,,,,,,,,,,,,,,-2.45,31.0
2025-03-01 11:54:22,-3.555,32.0,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:54:23,,,-3.266,32.0,,,,,,,,,,,,,,,,,,
2025-03-01 11:54:28,,,,,,,-2.627,31.8,,,,,,,,,,,,,,
2025-03-01 11:54:51,,,,,-4.341,31.7,,,,,,,,,,,,,,,,
2025-03-01 11:54:55,,,,,,,,,,,,,,,,,,,,,-2.436,31.0
2025-03-01 11:55:22,-3.548,32.0,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:55:23,,,-3.182,32.3,,,,,,,,,,,,,,,,,,
2025-03-01 11:55:28,,,,,,,-2.657,31.8,,,,,,,,,,,,,,
2025-03-01 11:55:51,,,,,-4.344,32.0,,,,,,,,,,,,,,,,
2025-03-01 11:55:55,,,,,,,,,,,,,,,,,,,,,-2.522,31.3
2025-03-01 11:56:22,-3.561,32.0,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:56:23,,,-3.262,32.0,,,,,,,,,,,,,,,,,,
2025-03-01 11:56:28,,,,,,,-2.689,31.8,,,,,,,,,,,,,,
2025-03-01 11:56:51,,,,,-4.337,32.0,,,,,,,,,,,,,,,,
2025-03-01 11:56:55,,,,,,,,,,,,,,,,,,,,,-2.523,31.6
2025-03-01 11:57:22,-3.602,32.0,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:57:23,,,-3.214,32.0,,,,,,,,,,,,,,,,,,
2025-03-01 11:57:28,,,,,,,-2.708,31.8,,,,,,,,,,,,,,
2025-03-01 11:57:51,,,,,-4.377,32.3,,,,,,,,,,,,,,,,
2025-03-01 11:57:55,,,,,,,,,,,,,,,,,,,,,-2.559,31.6
2025-03-01 11:58:22,-3.692,31.7,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:58:23,,,-3.221,32.0,,,,,,,,,,,,,,,,,,
2025-03-01 11:58:28,,,,,,,-2.73,31.8,,,,,,,,,,,,,,
2025-03-01 11:58:51,,,,,-4.397,32.3,,,,,,,,,,,,,,,,
2025-03-01 11:58:55,,,,,,,,,,,,,,,,,,,,,-2.564,31.3
2025-03-01 11:59:22,-3.665,31.7,,,,,,,,,,,,,,,,,,,,
2025-03-01 11:59:23,,,-3.258,31.7,,,,,,,,,,,,,,,,,,
2025-03-01 11:59:28,,,,,,,-2.753,32.0,,,,,,,,,,,,,,
2025-03-01 11:59:51,,,,,-4.383,32.6,,,,,,,,,,,,,,,,
2025-03-01 11:59:55,,,,,,,,,,,,,,,,,,,,,-2.617,31.3
2025-03-01 12:00:00,,,,,,,,,-2.68,-2.793,-3.157,-3.0,-2.825,-2.715,-1.415,-2.187,-3.565,-2.624,-4.27,-1.645,,
2025-03-01 12:00:22,-3.656,31.7,,,,,,,,,,,,,,,,,,,,
2025-03-01 12:00:23,,,-3.369,32.0,,,,,,,,,,,,,,,,,,
2025-03-01 12:00:28,,,,,,,-2.779,32.0,,,,,,,,,,,,,,
2025-03-01 12:00:51,,,,,-4.463,32.9,,,,,,,,,,,,,,,,
2025-03-01 12:00:55,,,,,,,,,,,,,,,,,,,,,-2.633,31.6
2025-03-01 12:01:22,-3.681,31.7,,,,,,,,,,,,,,,,,,,,
2025-03-01 12:01:23,,,-3.305,32.0,,,,,,,,,,,,,,,,,,
